"Lang";"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Full context";"Para context 1";"Lang 1"
"ru";" оге с иламиноп онсаркерп узарс от-как";"йоксот";"как-то сразу прекрасно понимали с его";"тоской";", ";"соглашались, что да, сколько по городам";"Василий Шукшин. Выбираю деревню на жительство (1973) | Vasili Shukshin. A Village to Call Home (Holly Smith, 1980)";"Василий Шукшин";"1929";"Выбираю деревню на жительство";"1973";"художественная";"";"";"";"";"";"омонимия не снята";"Его как-то сразу прекрасно понимали с его тоской, соглашались, что да, сколько по городам ни околачивайся, а если ты деревенский, то рано или поздно в деревню снова потянет.";" Everyone understood his longing perfectly well and agreed that no matter how long a villager lived in the city, sooner or later, he would want to move back to the country. ";"en"
"ru";" с окьлот и ьтаводелсерп ее латс";"йоксот";"стал ее преследовать и только с";"тоской";" ";"смотрел, как она исчезает вдали.";"Isaac Asimov. The Gods Themselves (1972) | Айзек Азимов. Сами боги (Р. Рыбакова, 1975)";"Isaac Asimov";"1919";"The Gods Themselves";"1972";"художественная";"";"";"";"";"";"омонимия не снята";"Он не стал ее преследовать и только с тоской смотрел, как она исчезает вдали.";" And he followed no more, but looked after her in deepest misery as she dwindled. ";"en"
"ru";" теашем ман елмеЗ аН  —";"аксот";"—  На Земле нам мешает";"тоска";" ";"по пасторальному единению с природой, которого";"Isaac Asimov. The Gods Themselves (1972) | Айзек Азимов. Сами боги (Р. Рыбакова, 1975)";"Isaac Asimov";"1919";"The Gods Themselves";"1972";"художественная";"";"";"";"";"";"омонимия не снята";"—  На Земле нам мешает тоска по пасторальному единению с природой, которого никогда в действительности и не было.";" “On Earth, we are unmanned by our longing for a pastoral past that never really existed; and that, if it had existed, could never exist again. ";"en"
"ru";" янем яакат И ";"аксот";"И такая меня";"тоска";" ";"взяла! Опять каждый грош считать: это";"А. Н. Стругацкий, Б. Н. Стругацкий. Пикник на обочине (1971) | Arkady Strugatsky, Boris Strugatsky. Roadside Picnic (Antonina W. Bouis, 1977)";"А. Н. Стругацкий | Б. Н. Стругацкий";"1925 | 1933";"Пикник на обочине";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"И такая меня тоска взяла! Опять каждый грош считать: это можно себе позволить, это нельзя себе позволить, Гуте на любую тряпку копи, в бар не ходи, ходи в кино… И серо все, серо. Каждый день серо, и каждый вечер, и каждую ночь.";" Then I got really depressed. Penny-pinching again: I can afford this, I can't afford that. I'd have to save up to buy Guta the crummiest rag, no more bars, just cheap movies. It was bleak. Every day was gray, and every evening, and every night. ";"en"
"ru";" .тен огечин ,атотсуп идерепВ .угом ен";"аксоТ";"не могу. Впереди пустота, ничего нет.";"Тоска";", ";"будни. ""Кирилл, дружок мой единственный, как";"А. Н. Стругацкий, Б. Н. Стругацкий. Пикник на обочине (1971) | Arkady Strugatsky, Boris Strugatsky. Roadside Picnic (Antonina W. Bouis, 1977)";"А. Н. Стругацкий | Б. Н. Стругацкий";"1925 | 1933";"Пикник на обочине";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Перелез я через забор и побрел потихоньку домой. Губы кусаю, плакать хочется, а не могу. Впереди пустота, ничего нет. Тоска, будни. ""Кирилл, дружок мой единственный, как же это мы с тобой? Как же я теперь без тебя? Перспективы мне рисовал, про новый мир, про измененный мир… А теперь что? Заплачет по тебе кто-то в далекой России, а я вот и заплакать не могу. И ведь я во всем виноват, паразит, не кто-нибудь, а я!";" I climbed over the fence and headed home. I was biting my lip. I wanted to cry, but I couldn't. All I saw was emptiness and sadness. Kirill, my buddy, my only friend, how could it have happened? How will I get on without you? You painted vistas for me, about a new world, a changed world. And now what? Someone in far-off Russia will cry for you, but I can't. And it was all my fault. No one else but me, a good-for-nothing. ";"en"
"ru";" с ждирбраБ лазакс ― ,ьдев ьшерВ ― ";"йоксот";"― Врешь ведь, ― сказал Барбридж с";"тоской";". ― ";"Ну, ладно. Ты только меня вытащи";"А. Н. Стругацкий, Б. Н. Стругацкий. Пикник на обочине (1971) | Arkady Strugatsky, Boris Strugatsky. Roadside Picnic (Antonina W. Bouis, 1977)";"А. Н. Стругацкий | Б. Н. Стругацкий";"1925 | 1933";"Пикник на обочине";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"― Врешь ведь, ― сказал Барбридж с тоской. ― Ну, ладно. Ты только меня вытащи. Я тебе все. Золотой шар. Карту нарисую. Все ловушки укажу. Все расскажу…";" ""You're probably lying, ""Burbridge said sadly. ""Well, all right. just get me out. I'll give you everything. The Golden Ball. I'll draw you a map. Show you all the traps. I'll tell you everything. """;"en"
"ru";" с нО ";"йоксот";"Он с";"тоской";" ";"огляделся.";"А. Н. Стругацкий, Б. Н. Стругацкий. Пикник на обочине (1971) | Arkady Strugatsky, Boris Strugatsky. Roadside Picnic (Antonina W. Bouis, 1977)";"А. Н. Стругацкий | Б. Н. Стругацкий";"1925 | 1933";"Пикник на обочине";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"― Шухарт, ― пробормотал он, не слыша своего голоса. ― Что же ты, зараза, делаешь? Падаль ты, они же этой штукой всех нас передушат… ― Он прижал пальцами дергающуюся щеку, но это не помогло. ― Гады, ― сказал он про рабочих, грузивших телевизоры на автокар. ― Попались же вы мне на дороге… Кинул бы ее, стерву, обратно в зону, и концы в воду…  Он с тоской огляделся.  Над потрескавшимся асфальтом дрожал горячий воздух, угрюмо глядели заколоченные окна, по пустырю бродили пылевые чертики.";" ""Schuhart, ""he muttered, not hearing his own voice, ""what are you doing, you snake? You scum, they can kill us all with this thing. ""He held his twitching cheek, but it didn't help. ""Bastards, ""he said about the workers who had been loading the TV sets. ""You got in my way. I would have thrown it back into the Zone, the bitch, and it would have been all over.  He looked around sadly.  The hot air was shimmering over the cracked cement, the hoarded-up windows looked at him gloomily, and tumbleweed rolled around the lot. ";"en"
"ru";" ан ,ьтавывелпоп хесв ан ыботч ,ьтыб";"уксот";"быть, чтобы на всех поплевывать, на";"тоску";" ";"вашу и скуку…";"А. Н. Стругацкий, Б. Н. Стругацкий. Пикник на обочине (1971) | Arkady Strugatsky, Boris Strugatsky. Roadside Picnic (Antonina W. Bouis, 1977)";"А. Н. Стругацкий | Б. Н. Стругацкий";"1925 | 1933";"Пикник на обочине";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Я так полагаю: если среди вас человек работает, он всегда на кого-то из вас работает, раб он ― и больше ничего, а я всегда хотел сам, сам хотел быть, чтобы на всех поплевывать, на тоску вашу и скуку…";" This is the way I figure it: if a man works with you, he is always working for one of you, he is a slave and nothing else. And I always wanted to be myself, on my own, so that I could spit at you all, at your boredom and despair. ";"en"
"ru";" яаннебосо ьсалавилаван мяьнесерксов оП ";"аксот";"По воскресеньям наваливалась особенная";"тоска";". ";"";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Верую!  По воскресеньям наваливалась особенная тоска.  Какая-то нутряная, едкая…";" I BELIEVE!  On Sundays a particular melancholy attacked him.  Something caustic welling up inside… ";"en"
"ru";" ― ,идюл и адук ,еж адут :ьрызуП";"аксот";"Пузырь: туда же, куда и люди, ―";"тоска";", ― ";"издевалась жена Максима, Люда, неласковая, рабочая";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Пузырь: туда же, куда и люди, ― тоска, ― издевалась жена Максима, Люда, неласковая, рабочая женщина: она не знала, что такое тоска.";" Maxim's wife, Lyuda, mocked him. She was a tough, unsentimental working woman, who didn't know what melancholy was. ";"en"
"ru";" еокат отч ,аланз ен ано :анищнеж";"аксот";"женщина: она не знала, что такое";"тоска";". ";"";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Пузырь: туда же, куда и люди, ― тоска, ― издевалась жена Максима, Люда, неласковая, рабочая женщина: она не знала, что такое тоска.";" Maxim's wife, Lyuda, mocked him. She was a tough, unsentimental working woman, who didn't know what melancholy was. ";"en"
"ru";" ― ,идюл и адук ,еж адут :ьрызуП";"аксот";"Пузырь: туда же, куда и люди, ―";"тоска";", ― ";"издевалась жена Максима, Люда, неласковая, рабочая";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Пузырь: туда же, куда и люди, ― тоска, ― издевалась жена Максима, Люда, неласковая, рабочая женщина: она не знала, что такое тоска.  ― С чего тоска-то?";" Maxim's wife, Lyuda, mocked him. She was a tough, unsentimental working woman, who didn't know what melancholy was.  ""What is it that's making you miserable? "" Maxim Yarikov looked at his wife, and his dark eyes gleamed brightly… ";"en"
"ru";" еокат отч ,аланз ен ано :анищнеж";"аксот";"женщина: она не знала, что такое";"тоска";". ";"";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Пузырь: туда же, куда и люди, ― тоска, ― издевалась жена Максима, Люда, неласковая, рабочая женщина: она не знала, что такое тоска.  ― С чего тоска-то?";" Maxim's wife, Lyuda, mocked him. She was a tough, unsentimental working woman, who didn't know what melancholy was.  ""What is it that's making you miserable? "" Maxim Yarikov looked at his wife, and his dark eyes gleamed brightly… ";"en"
"ru";" огеч С ― ";"аксот";"― С чего";"тоска";"-";"то?";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"Пузырь: туда же, куда и люди, ― тоска, ― издевалась жена Максима, Люда, неласковая, рабочая женщина: она не знала, что такое тоска.  ― С чего тоска-то?  Максим Яриков смотрел на жену черными, с горячим блеском глазами…";" Maxim's wife, Lyuda, mocked him. She was a tough, unsentimental working woman, who didn't know what melancholy was.  ""What is it that's making you miserable? "" Maxim Yarikov looked at his wife, and his dark eyes gleamed brightly… ";"en"
"ru";" ,тедйорп ,ьшидялг ,ано ― ясйалоП ";"аксот";"Полайся ― она, глядишь, пройдет,";"тоска";"-";"то.";"Василий Шукшин. Верую! (1971) | Vasili Shukshin. I Believe! (Andrew Bromfield, 1980)";"Василий Шукшин";"1929";"Верую!";"1971";"художественная";"";"";"";"";"";"омонимия не снята";"― Давай матерись.  Полайся ― она, глядишь, пройдет, тоска-то.  Ты лаяться-то мастер.";" ""Go on, swear away.  Maybe it will help get rid of the misery.  You're good at swearing. """;"en"
"ru";" йокат с йороток о ,ектутитсорп йоксжирап";"йоксот";"парижской проститутке, о которой с такой";"тоской";" ";"вспоминает Гумберт Гумберт.";"Vladimir Nabokov. Anniversary notes (1970) | Владимир Набоков. Юбилейные заметки (М. Дадян, 1990-2000)";"Vladimir Nabokov";"1899";"Anniversary notes";"1970";"публицистика";"";"";"";"";"";"омонимия не снята";"Я благодарен г-ну Апдайку за содержащееся в его стильном поздравлении упоминание о маленькой парижской проститутке, о которой с такой тоской вспоминает Гумберт Гумберт.";" I am grateful to Mr. Updike for mentioning, in his stylish tribute, the little Parisian prostitute whom Humbert Humbert recalls so wistfully. ";"en"
"ru";" :еыньлетацирто иицомэ ьтавытыпси вотнеилк хиовс илялватсаз";"уксот";"заставляли своих клиентов испытывать эмоции отрицательные:";"тоску";", ";"страх, ужас…";"В. Е. Бахнов. Дешевая распродажа (1970) | Vladlen Bakhnov. Cheep sale (Helen Saltz Jacobson, 1979)";"В. Е. Бахнов";"1924";"Дешевая распродажа";"1970";"художественная";"";"";"";"";"";"омонимия не снята";"Конкуренты же, воздействуя на другие участки мозга, заставляли своих клиентов испытывать эмоции отрицательные: тоску, страх, ужас…";" My competitors, however, by stimulating other portions of the brain, induced negative emotions in their clients — longing, fear, horror. ";"en"
"ru";" то еыннещичо отч ,алаворитнараг амриФ ";"иксот";"Фирма гарантировала, что очищенные от";"тоски";" ";"по прошлому воспоминания не будут портить";"В. Е. Бахнов. Дешевая распродажа (1970) | Vladlen Bakhnov. Cheep sale (Helen Saltz Jacobson, 1979)";"В. Е. Бахнов";"1924";"Дешевая распродажа";"1970";"художественная";"";"";"";"";"";"омонимия не снята";"Фирма гарантировала, что очищенные от тоски по прошлому воспоминания не будут портить настроения и не утратят своей прелести и свежести.";" My firm guaranteed that our recollections, purged of all de-pressing thoughts, would not spoil one's disposition and would retain their charm and freshness. ";"en"
"ru";" и автсбодуен огоксечизиф ,автсечонидо еинещущо еонтсогят";"иксот";"тягостное ощущение одиночества, физического неудобства и";"тоски";". ";"";"Кир Булычев. Поделись со мной (1970) | Kir Bulychev. Share it with me (Helen Saltz Jacobson, 1977)";"Кир Булычев";"1934";"Поделись со мной";"1970";"художественная";"";"";"";"";"";"омонимия не снята";"Но как только я оставался один, возвращалось тягостное ощущение одиночества, физического неудобства и тоски.";"” But each time I was left by myself the loneliness and physical discomfort would return. ";"en"
"ru";" йеом к И ";"ексот";"И к моей";"тоске";" ";"прибавилась ее тоска, и стало темно.";"Кир Булычев. Поделись со мной (1970) | Kir Bulychev. Share it with me (Helen Saltz Jacobson, 1977)";"Кир Булычев";"1934";"Поделись со мной";"1970";"художественная";"";"";"";"";"";"омонимия не снята";"И к моей тоске прибавилась ее тоска, и стало темно.";" Overwhelmed by my own and her emotions, I began to feel dizzy. ";"en"
"ru";" ее ьсаливабирп ексот йеом к И";"аксот";"И к моей тоске прибавилась ее";"тоска";", ";"и стало темно.";"Кир Булычев. Поделись со мной (1970) | Kir Bulychev. Share it with me (Helen Saltz Jacobson, 1977)";"Кир Булычев";"1934";"Поделись со мной";"1970";"художественная";"";"";"";"";"";"омонимия не снята";"И к моей тоске прибавилась ее тоска, и стало темно.";" Overwhelmed by my own and her emotions, I began to feel dizzy. ";"en"
"ru";" утэ юонм ос лиледзар ен ,енм";"уксот";"мне, не разделил со мною эту";"тоску";", ";"потому что в жизни есть моменты";"Кир Булычев. Поделись со мной (1970) | Kir Bulychev. Share it with me (Helen Saltz Jacobson, 1977)";"Кир Булычев";"1934";"Поделись со мной";"1970";"художественная";"";"";"";"";"";"омонимия не снята";"Но никто из проходивших мимо пассажиров не помог мне, не разделил со мною эту тоску, потому что в жизни есть моменты, когда надо удержаться от того, чтобы прийти на помощь.";" But not one of the passengers boarding the ship came to my assistance; not one attempted to share my anguish. ";"en"
"ru";" яакат ,оншот кат олатс енМ ";"аксот";"Мне стало так тошно, такая";"тоска";", ";"что хоть бери и тявкай.";"А. В. Кузнецов. Бабий Яр (1965-1970) | Anatoly Kuznetsov. Babi Yar (David Floyd, 1970)";"А. В. Кузнецов";"1929";"Бабий Яр";"1965-1970";"художественная";"";"";"";"";"";"омонимия не снята";"Мне стало так тошно, такая тоска, что хоть бери и тявкай.";" I felt such a sickness and such a yearning that I could have stood there and howled. ";"en"
"ru";" йонтовиж йонняачто ером олыб енм оВ";"иксот";"Во мне было море отчаянной животной";"тоски";". ";"";"А. В. Кузнецов. Бабий Яр (1965-1970) | Anatoly Kuznetsov. Babi Yar (David Floyd, 1970)";"А. В. Кузнецов";"1929";"Бабий Яр";"1965-1970";"художественная";"";"";"";"";"";"омонимия не снята";"Во мне было море отчаянной животной тоски.";" I was submerged in a sea of desperate, elemental longing. ";"en"
"ru";" яакат гурдв — ,ецнлос теакепирп и теяис";"аксот";"сияет и припекает солнце, — вдруг такая";"тоска";" ";"нахлынет, хоть плачь…";"А. В. Кузнецов. Бабий Яр (1965-1970) | Anatoly Kuznetsov. Babi Yar (David Floyd, 1970)";"А. В. Кузнецов";"1929";"Бабий Яр";"1965-1970";"художественная";"";"";"";"";"";"омонимия не снята";"А в возмутительные осенние пасмурные дни, как подумаешь вдруг, что где-то в этот момент в Крыму, или Африке, или на островах Тихого океана ярко сияет и припекает солнце, — вдруг такая тоска нахлынет, хоть плачь…";" And during those terrible, cloudy autumn days, when it suddenly occurs to you that at that very moment somewhere in the Crimea, or in Africa, or on islands in the Pacific, the sun is shining bright and hot, a longing comes over me almost to the point of tears. ";"en"
"ru";" йонмудзеб в ,имазалг имиьворок с йедюл";"ексот";"людей с коровьими глазами, в бездумной";"тоске";" ";"извлекающих то кислые, то сладкие звуки.";"Kurt Vonnegut. Slaughterhouse-Five Or The Children’s Crusade (1969) | Курт Воннегут. Бойня номер пять, или Крестовый поход детей (Р. Райт-Ковалева, 1978)";"Kurt Vonnegut";"1922";"Slaughterhouse-Five Or The Children’s Crusade";"1969";"художественная";"";"";"";"";"";"омонимия не снята";"Он ничего не видел, кроме лиц музыкантов, четырех обыкновенных людей с коровьими глазами, в бездумной тоске извлекающих то кислые, то сладкие звуки.";" He hadn't seen anything but what was really before him — the faces of the four singers, those four ordinary men, cow-eyed and mindless and anguished as they went from sweetness to sourness to sweetness again. ";"en"
"ru";" овтсвуч еещямеЩ ";"иксот";"Щемящее чувство";"тоски";", ";"некоторой доли страха перед неведомым сменялось";"Г. С. Гор. Синее окно Феокрита (1968) | Gennady Gor. Theocrates’ blue window (Helen Saltz Jacobson, 1979)";"Г. С. Гор";"1907";"Синее окно Феокрита";"1968";"художественная";"";"";"";"";"";"омонимия не снята";"Щемящее чувство тоски, некоторой доли страха перед неведомым сменялось желанием рискнуть и оказаться в другом веке или тысячелетии.";" My desire to take the risk and find myself in some other century or millennium was not stronger than my fear of the unknown. ";"en"
"ru";" то ьтедух лачан я отч ,еинаминв";"иксот";"внимание, что я начал худеть от";"тоски";". ";"";"Г. С. Гор. Синее окно Феокрита (1968) | Gennady Gor. Theocrates’ blue window (Helen Saltz Jacobson, 1979)";"Г. С. Гор";"1907";"Синее окно Феокрита";"1968";"художественная";"";"";"";"";"";"омонимия не снята";"И об этом я сказал своим родителям, которые уже давно обратили внимание, что я начал худеть от тоски.";" I told my parents about her. For some time they had observed that I had been secretly grieving over something and losing a great deal of weight. ";"en"
"ru";" йеовс о но лижолс ихитс И";"ексот";"И стихи сложил он о своей";"тоске";" ";"";"Вадим Шефнер. Запоздалый стрелок или крылья провинциала (1967) | Vadim Shephner. The Friar Of Chikola. A Provincial Wings (Helen Saltz Jacobson, 1979)";"Вадим Шефнер";"1914";"Запоздалый стрелок или крылья провинциала";"1967";"художественная";"";"";"";"";"";"омонимия не снята";"И стихи сложил он о своей тоске";" So he began to write some verse to which he was not used: ";"en"
"ru";" яакаТ ";"аксот";"Такая";"тоска";" ";"и грусть взяла… Чуть не заплакал.";"Василий Шукшин. «Раскас» (1967) | Vasili Shukshin. A Sad Tail (Holly Smith, 1980)";"Василий Шукшин";"1929";"«Раскас»";"1967";"художественная";"";"";"";"";"";"омонимия не снята";"Такая тоска и грусть взяла… Чуть не заплакал.";" He was seized by such melancholy and longing, it almost made him burst into tears. ";"en"
"ru";" яакат — ьтсобалс яаннебосо от-яакак яндогес он";"аксот";"но сегодня какая-то особенная слабость — такая";"тоска";" ";"под сердцем, так нехорошо, хоть плачь.";"Василий Шукшин. Как помирал старик (1967) | Vasili Shukshin. How the Old Man Died (Holly Smith, 1980)";"Василий Шукшин";"1929";"Как помирал старик";"1967";"художественная";"";"";"";"";"";"омонимия не снята";"Слаб он был давно уж, с месяц, но сегодня какая-то особенная слабость — такая тоска под сердцем, так нехорошо, хоть плачь.";" He had been weak as a kitten for a month at least, but that particular day, there was a special kind of weakness. There was a spot of melancholy somewhere below his heart — a pathetic mood that made him feel like melting to tears. ";"en"
"ru";" ― ьшенхосаз мас и ,тенхосаз от а";"аксот";"а то засохнет, и сам засохнешь ―";"тоска";" ";"навалится, и засохнешь, и не догадаешься";"Василий Шукшин. Охота жить (1966) | Vasili Shukshin. I Want to Live (Robert Daglish, 1980)";"Василий Шукшин";"1929";"Охота жить";"1966";"художественная";"";"";"";"";"";"омонимия не снята";"И лесины-то у него с душой: не тронь ее, не секи топором зазря, а то засохнет, и сам засохнешь ― тоска навалится, и засохнешь, и не догадаешься, отчего тоска такая.";" The way he described the forest, for instance. It had a soul; you mustn't spoil it or lay into it with an axe for nothing, or else it would dry up, and if it dried up you would dry up yourself. Yes, you'd just feel overcome with misery and everything would dry up inside you, and you wouldn't even know why. ";"en"
"ru";" огечто ,ясьшеадагод ен и ,ьшенхосаз и";"аксот";"и засохнешь, и не догадаешься, отчего";"тоска";" ";"такая.";"Василий Шукшин. Охота жить (1966) | Vasili Shukshin. I Want to Live (Robert Daglish, 1980)";"Василий Шукшин";"1929";"Охота жить";"1966";"художественная";"";"";"";"";"";"омонимия не снята";"И лесины-то у него с душой: не тронь ее, не секи топором зазря, а то засохнет, и сам засохнешь ― тоска навалится, и засохнешь, и не догадаешься, отчего тоска такая.";" The way he described the forest, for instance. It had a soul; you mustn't spoil it or lay into it with an axe for nothing, or else it would dry up, and if it dried up you would dry up yourself. Yes, you'd just feel overcome with misery and everything would dry up inside you, and you wouldn't even know why. ";"en"
"ru";" ,ончукс :тяторов сон и адутто тядохирп";"аксот";"приходят оттуда и нос воротят: скучно,";"тоска";". ";"";"Василий Шукшин. Охота жить (1966) | Vasili Shukshin. I Want to Live (Robert Daglish, 1980)";"Василий Шукшин";"1929";"Охота жить";"1966";"художественная";"";"";"";"";"";"омонимия не снята";"Но так получается, что они приходят оттуда и нос воротят: скучно, тоска.";" But as soon as they're out here they turn up their noses and say it's so boring and miserable. ";"en"
"ru";" ";"аксоТ";"";"Тоска";" ";"по родине, которую я питал все";"Vladimir Nabokov. Speak, memory (1954-1966) | Владимир Набоков. Память, говори (С. Ильин, 1999)";"Vladimir Nabokov";"1899";"Speak, memory";"1954-1966";"публицистика";"";"";"";"";"";"омонимия не снята";"Тоска по родине, которую я питал все эти годы, есть лишь своеобразная гипертрофия тоски по утраченному детству, а не печаль по утраченным банкнотам.";" The nostalgia I have been cherishing all these years is a hypertrophied sense of lost childhood, not sorrow for lost banknotes. ";"en"
"ru";" яифортрепиг яанзарбоеовс ьшил ьтсе ,ыдог итэ";"иксот";"эти годы, есть лишь своеобразная гипертрофия";"тоски";" ";"по утраченному детству, а не печаль";"Vladimir Nabokov. Speak, memory (1954-1966) | Владимир Набоков. Память, говори (С. Ильин, 1999)";"Vladimir Nabokov";"1899";"Speak, memory";"1954-1966";"публицистика";"";"";"";"";"";"омонимия не снята";"Тоска по родине, которую я питал все эти годы, есть лишь своеобразная гипертрофия тоски по утраченному детству, а не печаль по утраченным банкнотам.";" The nostalgia I have been cherishing all these years is a hypertrophied sense of lost childhood, not sorrow for lost banknotes. ";"en"
"ru";" йонсажу В ";"ексот";"В ужасной";"тоске";" ";"я отчаянно стараюсь приманить сон, ежеминутно";"Vladimir Nabokov. Speak, memory (1954-1966) | Владимир Набоков. Память, говори (С. Ильин, 1999)";"Vladimir Nabokov";"1899";"Speak, memory";"1954-1966";"публицистика";"";"";"";"";"";"омонимия не снята";"В ужасной тоске я отчаянно стараюсь приманить сон, ежеминутно открывая глаза, чтобы проверить, там ли мой мутный луч, и воображая рай ― место где бессонный сосед читает бесконечную книгу при свете вечной свечи.";" 1 am in acute distress, desperately trying to coax sleep, opening my eyes every few seconds to check the faded gleam, and imagining paradise as a place where a sleepless neighbor reads an endless book by the light of an eternal candle. ";"en"
"ru";" йорамаТ с иксипереп йешан инемерв огомас";"аксот";"самого времени нашей переписки с Тамарой";"тоска";" ";"по родине стала для меня делом";"Vladimir Nabokov. Speak, memory (1954-1966) | Владимир Набоков. Память, говори (С. Ильин, 1999)";"Vladimir Nabokov";"1899";"Speak, memory";"1954-1966";"публицистика";"";"";"";"";"";"омонимия не снята";"С самого времени нашей переписки с Тамарой тоска по родине стала для меня делом чувственным и частным.";" Ever since that exchange of letters with Tamara, homesickness has been with me a sensuous and particular matter. ";"en"
"ru";" юувоклотсеб ,юуратс юом енм линмопан ьшил";"уксот";"лишь напомнил мне мою старую, бестолковую";"тоску";" ";"по родине.";"Vladimir Nabokov. Speak, memory (1954-1966) | Владимир Набоков. Память, говори (С. Ильин, 1999)";"Vladimir Nabokov";"1899";"Speak, memory";"1954-1966";"публицистика";"";"";"";"";"";"омонимия не снята";"Вновь посетив Англию после почти семнадцатилетнего перерыва, я допустил грубую ошибку, а именно отправился в Кембридж не в конце пасхального терма, а гнилым февральским днем, который всего лишь напомнил мне мою старую, бестолковую тоску по родине.";" When, after an absence of almost seventeen years I revisited England, I made the dreadful mistake of going to see Cambridge again not at the glorious end of the Easter term but on a raw February day that reminded me only of my own confused old nostalgia. ";"en"
"ru";" яантовиж и ымалкер йовотевс йоннемерведжерп конетто";"аксот";"оттенок преждевременной световой рекламы и животная";"тоска";" ";"по еще свежим запахам России, ― все";"Vladimir Nabokov. Speak, memory (1954-1966) | Владимир Набоков. Память, говори (С. Ильин, 1999)";"Vladimir Nabokov";"1899";"Speak, memory";"1954-1966";"публицистика";"";"";"";"";"";"омонимия не снята";"Синева берлинских сумерек, шатер цветущего углового каштана, легкое головокружение, бедность, влюбленность, мандариновый оттенок преждевременной световой рекламы и животная тоска по еще свежим запахам России, ― все это в ямбическом виде, переписанное от руки, волоклось в издательский кабинет, где близорукий И. В. подносил новое стихотворение поближе к лицу, и после этого краткого, более-менее осязательного знакомства, опускал его на свой стол.";" Blue evenings in Berlin, the corner chestnut in flower, lightheadedness, poverty, love, the tangerine tinge of premature shoplights, and an animal aching yearn for the still fresh reek of Russia, all this was put into meter, copied out in longhand and carted off to the editor's office, where myopic I. V. would bring the new poem close to his face and after this brief, more or less tactual, act of cognition put it down on his desk. ";"en"
"ru";" яаксвокиратс ,ьтыб тежом А ";"аксот";"А может быть, стариковская";"тоска";" ";"по вагонной привычке рассказывать о себе";"Варлам Шаламов. Любовь капитана Толли (1965) | Varlam Shalamov. Captain Tolly’s Love (John Glad, 1980)";"Варлам Шаламов";"1907";"Любовь капитана Толли";"1965";"художественная";"";"";"";"";"";"омонимия не снята";"А может быть, стариковская тоска по вагонной привычке рассказывать о себе первому встречному. Жизнь, которую хотелось оставить на земле.";" Maybe it was an old man's longing to talk about himself to anyone he might meet on a train, about the life he wanted to leave behind him on earth. ";"en"
"ru";" и еиненмос ьсиларказ ушуд в оН";"аксот";"Но в душу закрались сомнение и";"тоска";". ";"";"В. И. Савченко. Алгоритм успеха (1965) | Vladimir Savchenko. Success algoritnm (Helen Saltz Jacobson, 1979)";"В. И. Савченко";"1933";"Алгоритм успеха";"1965";"художественная";"";"";"";"";"";"омонимия не снята";"Павел Николаевич убедил себя, что не понял этого слова. Но в душу закрались сомнение и тоска.";" Although Pavel Nikolaevich convinced himself that he hadn't caught that word, he began to feel jittery.. ";"en"
"ru";" хи ,йедюл хигонм ьвобюл и венг";"аксот";"гнев и любовь многих людей, их";"тоска";" ";"и веселье, горести и улыбки, их";"В. И. Савченко. Алгоритм успеха (1965) | Vladimir Savchenko. Success algoritnm (Helen Saltz Jacobson, 1979)";"В. И. Савченко";"1933";"Алгоритм успеха";"1965";"художественная";"";"";"";"";"";"омонимия не снята";"За разноцветными картонками, как опасность, затаились мысли, гнев и любовь многих людей, их тоска и веселье, горести и улыбки, их сила и нежность, поступки, убедительные в своем ярком безрассудстве, — сама жизнь человеческая, тысячекратно усиленная искусством.";" Inside their covers, like hidden danger, lurked the ideas, love, and anger of many people; their joy and anguish; their smiles and sorrows; their strength and gentleness; and their deeds, so convincing in their graphic folly — life itself, amplified a thousandfold through art. ";"en"
